"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","NO_TOKEN + TTL_EXPIRED → NO_TOKEN","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","preserves TypeError from service","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","error type preservation","",""
"","231","rejects eSIM fetch without auth as 401","Live Airalo Partner API","Sat Mar 28 14:52:05 UTC 2026","passed","Sat Mar 28 14:52:06 UTC 2026","","eSIM retrieval — GET /sims/{iccid}","",""
"","1","RESOLVED has null error","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","1","AUTH_FAILED + RESET → IDLE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","transitions to ERROR on network failure","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","FETCHING → ERROR","",""
"","1","REQUESTING + FAILURE → FAILED","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","preserves error response metadata on order failure","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","order creation errors — HTTP status codes","",""
"","10","throws when iccid is missing from response","createEsimService — get","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","Zod response validation","",""
"","2","transitions to VALID_TOKEN on success","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","REQUESTING → VALID_TOKEN","",""
"","1","sends POST to /orders","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","FormData request construction","",""
"","4","UNRESOLVED + ERROR → UNRESOLVED","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","11","returns orderId from response","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","1","transitions to AUTH_FAILED on 401","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","CREATING → AUTH_FAILED","",""
"","1","stays VALID_TOKEN for unrelated events","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","VALID_TOKEN → EXPIRED","",""
"","1","UNRESOLVED → FETCHING → ERROR → RETRY → FETCHING → RESOLVED","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","Full lifecycle","",""
"","1","VALIDATION_FAILED + AUTH_ERROR → VALIDATION_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","ERROR + ERROR → ERROR","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","2","propagates 422 for invalid package_id","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","HTTP error propagation — EC-A2","",""
"","0","AUTH_FAILED + AUTH_ERROR → AUTH_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","transitions on order failure","Full Flow State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","AUTHENTICATED → FAILED","",""
"","1","propagates ETIMEDOUT network error from createOrder","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","network-level errors (no HTTP response)","",""
"","5","transitions to FAILED when clientId is empty","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","NO_TOKEN → REQUESTING","",""
"","3","COMPLETE + AUTH_ERROR → COMPLETE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","handles numeric-only iccid","createEsimService — get","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","edge cases — iccid values","",""
"","1","REQUESTING + AUTHENTICATE → REQUESTING","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","FAILED + FAILURE → FAILED","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","NOT_FOUND + SUCCESS → NOT_FOUND","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","propagates 422 Validation Error","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","HTTP error propagation — EC-A1","",""
"","0","COMPLETE + SUBMIT_ORDER → COMPLETE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","2","validation error has errors map","error contracts","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","success resets retryCount to 0","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","9","throws when sims array is empty (min:1 constraint)","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","Zod response validation","",""
"","1","CREATING + RESET → CREATING","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","AUTH_FAILED + VALIDATION_ERROR → AUTH_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","transitions to ERROR with empty iccid","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","UNRESOLVED → FETCHING","",""
"","1","transitions when any eSIM fetch fails","Full Flow State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","ESIMS_FETCHING → FAILED","",""
"","1","IDLE + SUBMIT_ORDER → CREATING","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","259","rejects invalid credentials with 401 or 422","Live Airalo Partner API","Sat Mar 28 14:52:01 UTC 2026","passed","Sat Mar 28 14:52:01 UTC 2026","","Authentication — POST /token","",""
"","0","CREATING + AUTH_ERROR → AUTH_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","parses minimum viable token response (no extra fields)","backward compatibility — token","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","14","propagates 401 Unauthorized from createOrder","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","order creation errors — HTTP status codes","",""
"","1","NO_TOKEN → REQUESTING → FAILED → RETRY → REQUESTING → VALID_TOKEN","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","Full lifecycle","",""
"","1","propagates 422 for zero quantity","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","HTTP error propagation — EC-A2","",""
"","371","retrieves eSIM details by iccid","Live Airalo Partner API","Sat Mar 28 14:52:05 UTC 2026","passed","Sat Mar 28 14:52:05 UTC 2026","","eSIM retrieval — GET /sims/{iccid}","",""
"","0","esim schema strips unknown fields","schema strictness — unknown fields","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","CREATED + AUTH_ERROR → CREATED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","ERROR + SUCCESS → ERROR","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","returns message from meta","createEsimService — get","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","1","CREATING + VALIDATION_ERROR → VALIDATION_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","2","returns message from meta","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","1","EXPIRED + SUCCESS → EXPIRED","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","validates esim fixture against schema","esim contract","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","throws when package_id is missing","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","Zod response validation","",""
"","1","CREATED + ALL_ESIMS_FETCHED → COMPLETE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","4","returns access_token string on valid response","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","happy path","",""
"","1","COMPLETE resets to IDLE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","Terminal states support RESET","",""
"","0","FAILED + RETRY → REQUESTING","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","auth error fixture does NOT match validation error schema","negative contract tests — schema cross-validation","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","0","RETRY clears error in context","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","4","transitions on successful authentication","Full Flow State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","INIT → AUTHENTICATED","",""
"","1","AUTH_FAILED + ORDER_SUCCESS → AUTH_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","retries from ERROR","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","ERROR supports retry","",""
"","0","AUTH_FAILED + SUBMIT_ORDER → AUTH_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","UNRESOLVED + SUCCESS → UNRESOLVED","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","EXPIRED + RETRY → EXPIRED","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","transitions to VALIDATION_FAILED when quantity is negative","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","IDLE → CREATING","",""
"","0","NOT_FOUND + ERROR → NOT_FOUND","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","UNRESOLVED + RETRY → UNRESOLVED","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","9","submits order and fetches all 6 eSIMs by iccid","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","244","rejects empty credentials","Live Airalo Partner API","Sat Mar 28 14:52:01 UTC 2026","passed","Sat Mar 28 14:52:01 UTC 2026","","Authentication — POST /token","",""
"","453","parses live token response without errors","live contract — POST /token","Sat Mar 28 14:52:09 UTC 2026","passed","Sat Mar 28 14:52:10 UTC 2026","","","",""
"","1","REQUESTING + SUCCESS → VALID_TOKEN","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","REQUESTING + TTL_EXPIRED → REQUESTING","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","propagates 500 Server Error","createEsimService — get","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","HTTP error propagation — EC-A3","",""
"","1","CREATED + SUBMIT_ORDER → CREATED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","VALIDATION_FAILED resets to IDLE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","Terminal states support RESET","",""
"","2","detects type change of required field (id: number→string) as breaking","backward compatibility — esim","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","FETCHING + RETRY → FETCHING","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","VALID_TOKEN + AUTHENTICATE → VALID_TOKEN","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","all SIM iccids in order are unique","order contract","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","RESOLVED + ERROR → RESOLVED","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","stays in RESOLVED for any event","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","RESOLVED is terminal","",""
"","0","FAILED + SUCCESS → FAILED","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","COMPLETE + ORDER_SUCCESS → COMPLETE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","IDLE + ORDER_SUCCESS → IDLE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","preserves non-Error rejection (string throw)","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","error type preservation","",""
"","1","order fixture does NOT match token schema","negative contract tests — schema cross-validation","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","includes optional description in FormData when provided","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","0","ERROR always has non-null error","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","2","returns sims array with correct iccids","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","2","handles an order with a single SIM","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","1","IDLE → CREATING → VALIDATION_FAILED → RESET → IDLE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","Full order lifecycle","",""
"","1","NOT_FOUND always has non-null error","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","1","detects removal of required field (sims) as breaking","backward compatibility — order","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","increments retry count on each retry","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","FAILED → REQUESTING (retry)","",""
"","1","transitions to REQUESTING on re-authenticate","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","EXPIRED → REQUESTING (re-authentication)","",""
"","1","propagates 401 Unauthorized","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","HTTP error propagation — EC-A1","",""
"","1","VALID_TOKEN always has non-null accessToken","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","1","retries from NOT_FOUND","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","NOT_FOUND supports retry","",""
"","1","NO_TOKEN + AUTHENTICATE → REQUESTING","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","esim fixture does NOT match order schema","negative contract tests — schema cross-validation","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","0","transitions when all eSIMs resolved","Full Flow State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","ESIMS_FETCHING → COMPLETE","",""
"","1","ignores unrelated events","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","UNRESOLVED → FETCHING","",""
"","1","token fixture produces a valid Bearer token format","cross-fixture consistency","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","transitions to RESOLVED on success","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","FETCHING → RESOLVED","",""
"","1","sends POST to /token","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","FormData request construction","",""
"","0","auth error message is a non-empty string","error contracts","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","throws when response is completely wrong shape","createEsimService — get","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","Zod response validation","",""
"","0","ERROR + RETRY → FETCHING","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","order fixture has expected number of SIMs","order contract","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","auth error tolerates additional fields from future API","backward compatibility — error schemas","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","1","NOT_FOUND + RETRY → FETCHING","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","transitions to ERROR on 500","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","FETCHING → ERROR","",""
"","1","throws when response is completely wrong shape","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","Zod response validation","",""
"","1","VALIDATION_FAILED + ALL_ESIMS_FETCHED → VALIDATION_FAILED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","VALIDATION_FAILED always has non-null errors","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","1","CREATING + ORDER_SUCCESS → CREATED","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","IDLE + VALIDATION_ERROR → IDLE","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","0","FAILED always has non-null error","OAuth2 Token State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","context invariants","",""
"","9","throws on response missing data wrapper","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","Zod response validation","",""
"","0","propagates 401 for invalid token","createEsimService — get","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","HTTP error propagation — EC-A3","",""
"","1","ERROR + NOT_FOUND → ERROR","eSIM Fetch Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","exhaustive state × event transition matrix","",""
"","1","attaches raw order data","createOrderService — submit","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","happy path","",""
"","1","fixture still parses after schema update (no breaking changes)","backward compatibility — token","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","0","sends client_id in FormData","createAuthService — getToken","Sat Mar 28 14:49:42 UTC 2026","passed","Sat Mar 28 14:49:42 UTC 2026","","FormData request construction","",""
"","6","propagates ECONNREFUSED network error from createOrder","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","network-level errors (no HTTP response)","",""
"","1","propagates 503 Service Unavailable from fetchEsim","runAiraloOrderFlow","Sat Mar 28 14:49:41 UTC 2026","passed","Sat Mar 28 14:49:41 UTC 2026","","eSIM fetch errors — HTTP status codes","",""
"","0","validates auth error fixture","error contracts","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","2","esim fixture iccid appears in order fixture sims","cross-fixture consistency","Sat Mar 28 14:49:43 UTC 2026","passed","Sat Mar 28 14:49:43 UTC 2026","","","",""
"","0","transitions to VALIDATION_FAILED when packageId is empty","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","IDLE → CREATING","",""
"","1","transitions to CREATED on success","Order Lifecycle State Machine","Sat Mar 28 14:49:37 UTC 2026","passed","Sat Mar 28 14:49:37 UTC 2026","","CREATING → CREATED","",""
